中国中共中央党校	销售部经理
日本东京国际日本语学院	集团品牌总监
Sichuan International Studies University	外贸跟单,德语业务代表
北京市顺义区第一职业学校	验车员
湖南湘西州技工学校	百事活酒庄
山东师范大业	活动专员,总裁办秘书,外联部
俄罗斯海参崴国立经济与服务大学	翻译,俄语
中科院心理所研究生院	HRD
上饶市第一中学	银行会计,销售管理人员,证券前后台服务,企业会计
吉林市吉林大学	销售总监
瑞金一中	c++ 软件开发,C 语言软件开发
辽宁经济管理干部学院	审计,财务部长,大客户主管
新西兰奥克兰MASSEY大学	营运副经理
湖南师大工学院	
江苏省河海大学	市场总监,运营、主编
Ecole Supérieure d’Art du Havre (ESAH)	设计师或美工兼职
中国书画函授大学南京分校	业务.销售.公关
湖北省卫生职工医学院	总裁办主任,高级运维工程师 / IT项目经理
Université de La Rochelle	法语翻译
河北省邯郸市	普工
山东建筑工程大学	项目经理
水东电白中学	会计
贵州省毕节师范高等专科学校(现毕节学院)	初中语文教师
唐山鸿达职业培训学校	CRM测试工程师
爱丁堡龙比亚大学	Client Associate,助理 客户代表
天津工程职业技术大学	区域经理职位：猎头顾问
长城计算机学校	SEO,网络推广,市场推广,客户总监
南京工业大学（专升本）	销售工程师/销售经理,结构设计主管,研发部经理
商丘师范学校	教师
河南许昌桂村职业中专	电气工程师
安徽省凤阳中学	电气销售工程师,电气自动化
廣州羊城科技專修學院（未畢業）	设计师
始兴中学	营业员,机电一体化维修
北京航空航天大学现代远程教育	工程师助理
IBM	集团行政总监
The city college of Wuhan University of science and technology	人事行政专员
巴基斯坦国立现代语言大学	英语口语翻译,英语教师,人事助理
北京现代远程教育学院	项目工程师
湖南中南防暴功夫特训总部	销售数据统计分析员
吉林省戏曲学校	表演\台词主讲老师
沈阳67中学	建筑行业,研发工程师、机械设计师、机械工程师
重庆工业学院	
甘肃技术监督局培训科	厂长,生产副总,制造总监
南阳市艺术高中	跟单
UESTC	行政助理
学尔森教育培训机构	工艺工程师，污水处理工程师，技术支持
上海师范大学夜校	工程师
天峨中学	司机
北京泡沫厂技校	司机
安徽省马鞍山师范高等专科学校	日语翻译
専門学校中野スクールオブビジネス	区域主管
加州大学戴维斯分校	项目管理,数据分析,市场分析
东北大学，电气工程	部门电气设计主管
美国加州州立大学	国际合作主管,国际销售,国际交流主管,总经理助理
韩国外国语大学	市场部
苏州港大思培科技职业学院	在线产品经理，区域分销经理
北京工艺美术学校	高级设计师
延庆第一职业学校	人事行政专员,人事助理,家居设计师
河北省廊坊广播电视大学	客服主管,客服经理
University of Bradford, UK	任何非销售
神户YMCA语言学校	翻译
湖南理工职业学院	财务专员、人事专员
资江中学	蛋白提纯超滤
中国科技大学-中国科学院管干院	部门总监/经理
北京大学分校	副总经理
深圳市深职训培训学校	工程主管,运行电工
波兰波兹南生命科学大学	总经理助理
江西景德镇陶瓷学院（大学本科）	环境工程技术
雷锋中学	形象顾问
武汉电子工业学院	工程部经理,电子工程师
长春师范学院	英语教师,教师,高中语文教师,会计,室内设计师助理,兼职教师,客户联络,人事,美工,出纳
哈尔滨 东北林业大学	供应链 流程改进
武汉秘书速记进修学院	任职：运营执行总经理（通过申才猎头公司招聘进该公司）
四川达州农业计术学院	施工员,工程主管
西航	会计
南华技校	平面设计助理  服装设计助理  采购.跟单
Universidad de Salamanca	翻译
四川大学锦城学院	会计,销售人员,软件工程师,预算员,审计助理,软件测试工程师,施工员,销售代表,会计助理,通信工程师
湛江机电学校	成本会计,客服、财务,设备技术员,财务会计,cnc高级技术员
东方时尚	室内设计师
清华建筑系房地产全程管理与策划	总经理,招商总监
西安生物医药技术学院	生产技术员,实验员  研究助理,医疗器械工程师
英国爱丁堡龙比亚大学	业务运营分析岗
广州康大职业1技术学院	财务助理,出纳,会计文员
霍邱三中	技术主管,文员,商务行政经理,业务助理,采购员
哈尔滨电缆厂技工学校	采购主管
Taiyuan University of Science and Technology	QA,文员,人事
青岛大学	人事专员,项目经理,总经理助理,销售经理,机械工程师,助理工程师,销售代表,实习人员,教育留学顾问,运营管理
莘县职业技术学院	操作员
上海海华城市建设学校	
尹集四中	现场管理,司机,普通员工
广东建设职业技术学院	施工员,预算员,程序员,客服主管,现场施工员,土建工程师,会计助理,室内设计师助理,水电暖通施工员,污水处理技术员
南京江苏教育学院	小学英语教师,幼儿英语教师
Nanjing Xiaozhuang University	亚洲区客户服务顾问/行政
勉县一中	机械加工
北京经济干部管理学院	
山东师范大学专升本（肄业）	法语翻译,法语教师,法语助理 法语翻译
湖北省二汽汽车技工学校	生产总监、生产副总经理、工厂厂长
QinZhou College	purchaser,buyer
蚌埠煤田技术学校	焊工
北京矿物局技校	北京华德液压泵分公司
深圳国通移动通讯	维修工程师
陕西邮电技术学院	网络管理员
梅特林国际会议口译培训学校	贸易专员
普宁市城南中学	仓库管理员
湖北开放学院	销售代表,日语,行政人事,出纳
湖南武冈市育英高级中学	app设计师,ui设计师,网页设计师
广西桂林市兴安师范学校	资材经理
天津大学成教学院	销售经理,区域经理
南京应天学院	资料员,市场/销售经理,安全员
河北北方学院	软件工程师,软件测试,护士,单片机工程师,核保岗,软件开发工程师,医疗审核员,秘书兼英文助理，网络销售,语文教师,咨询医生
求实中学	业务主管
Beijing Spinning mechanical School	Mechanical designer
解放军武汉军械士官学校	行政经理,办公室主任,综合部长
北方工商管理大学	总账会计,会计,会计主管
河北省定州市实验中学	采购员,票务员
江西教育学院成人学院	电话销售
兰州市成人中等专业学校	区域经理 分公司经理 人力资源部主管
北京培黎大学	电子商务/平台运营,会计,总经理，CEO,人事主管,商务副经理,高级贵金属分析师、讲师、培训师,业务部经理,技术总监/经理,商品主管,主管会计/会计
张家口市职业技术学院	施工员,技术员,车间主任,测量员,售后维修工程师,阀门类
安徽宿州工业学校	厂务设备保养/维修/环境安全
保定机械工艺	SMT技术工程
湖北职业技术师专	副高
学徒出身	电转,电焊,水暖
保定师范专科学院	项目经理
中京学院大学	秘書（内勤、翻訳、翻訳など）
四川西华师范大学	销售助理,java实习生,采购员,行政,招商专员,人力资源主管,后勤
山西长治财政局	培训讲师、采购主管
湖南省祁东二中	高级电子工程师
淮南教育学院	经理
解放军外国语学院	德语翻译,人力资源总监,人事经理,税务 tax,副总经理（分管人力资源工作）,不限,总经理助理,猎头
仙居安岭中学	保安
肇源第三中学	客户经理
辽宁石化大学	区域销售总监
武汉大学（全日制成人教育）	土建工程师
中英格兰大学	主管会计或者高级审计师
重庆酿造大学	研发总监
民权师范学院	质量主管/工程师,客户关系管理
廣西民师范族學院	人事主管
耒阳师范	电工
天河职中	技术员
北京经济技术研修中心	店长
University of Westminster	commercial coordinator,foreign trade specialist,hr assistant,spare parts dealer,咨询顾问,地产金融投资私募基金信托评估,品牌管理员
仙居中专职业学校	网络兼职
无锡高级技工学校	销售业务助理
江西景德镇高专	助理，文员
西安铁路运输职业学院计算机网络专业	功能接口设计等工作,C++软件编码
天门高级中学	设备维修工程师,电气工程师,自动化工程师
北京铁二中	招聘专员,人力资源专员
沙市中学	木工
苏洲大学	人力资源总监
成都蜀兴职业中学	客服专员+客服班长
西安思源学院-城市建设学院	质检员
中山中学	可带小车
技公学习	会看图纸,电焊，氩弧焊，剪折弯
广东文艺职业学院 	
遵化市工会技校	售后服务
雒容镇一中	货车司机,小车司机
新加坡理工学院	区域支持助理工程师
澳大利亚新年威尔士大学	金融研究员,基金管理,证券分析师
广西容县都桥中学	危险货物驾驶员,司机
怀化机电工程学院	结构工程师
辽宁省大连市大连工业大学	研发部,电子工程师,机器人
北京建筑工程学院（2005年-2009年）：社会工作专业（全国统招）	行政人事助理
吉林建工城建学院	市场部策划专员
南京铁道职业技术学院苏州校区	测试员
江西师范大学抚州分院	销售主管
宣化炮兵指学院	办公室主任
GuangXi industrial institute	IE supervisor
参加的社会培训	项目策划 课件 IT项目经理 
郑州经贸科技职业技术学院	
湖南省临澧县停弦中学	厂长,经理,生产总监
北京仪器仪表工业学校	模具设计,展教运行人员,调试电工,数控编程,销售助理
Qingdao agriculture university	机械设计工程师
湖南科贸学院	产品经理
张北一中	带车司机
山东省菏泽市长城计算机学校	客服文员
陕西安康经济专修学院	销售区域经理
辽宁省锦县谢屯乡中学	特种车司机,铲车司机,柴油机车修理师
